Agriculture,Animal/Pets,Beauty/Fashion,Business Services,Children/Education,Electronics,Entertainment,Fitness/Sports/Outdoors,Food And Beverage,Green/Cleantech,Hardware,Lifestyle/Home,Liquor/Alcohol,Manufacturing,Medical/Health,Others,Technology/Software,Vehicles/Electrical Vehicles,Pitchers Average Age,Yearly Revenue,Gross Margin,Net Margin,EBITDA,Has Patents,Bootstrapped,SKUs,Original Ask Amount,Original Offered Equity,Deal Valuation,Company Age
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,-0.29542581223144426,-1.983791761140818,-0.263458768480735,-0.49543539431291483,0,0,1.532949479433613,-0.44411732020127587,0.6309249077094473,5.123963979403259,0.04114856764084229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-0.21291841454242325,-0.292690587709301,0.03234231729856389,-0.8145650930125853,0,0,-0.7939674376352235,0.23612829864447285,0.6309249077094473,5.8805329864007,-1.6569825652446528
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.35447737189988493,1.5935376441950833,1.5113477461950584,2.3767318939841195,0,0,1.270650949602876,0.344781008947399,-0.7191591229015034,7.195937226475569,-0.8079169988019053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.00014123269724879479,0.9431141159521922,0.03234231729856389,-0.3193638364096484,0,0,-0.9698178453464723,0.23612829864447285,-0.38163811524876573,7.937374696163295,0.46568135086221607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.17815216942664278,-0.3577329405335901,1.5113477461950584,1.496374104467787,0,0,1.183338746515328,-0.44411732020127587,-0.7191591229015034,7.824445930877619,-1.6569825652446528
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5581228199156668,0.292690587709301,-0.5592598542600339,0.010770334658976213,0,0,0.15900613818327788,-0.8162987277502921,2.3185299459731357,5.081404364984463,0.04114856764084229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.382007148965316,1.1057199980129149,1.1415963889709346,2.3767318939841195,0,0,1.270650949602876,-0.8162987277502921,-0.38163811524876573,6.398594934535208,-0.8079169988019053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,-2.1840936578002252,-0.3577329405335901,1.5113477461950584,1.496374104467787,1,0,1.183338746515328,-1.038074514557494,-0.7191591229015034,6.90875477931522,-1.2324497820232792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.22896990664991784,0.9431141159521922,0.03234231729856389,-0.8145650930125853,0,0,-0.7939674376352235,-0.8162987277502921,2.3185299459731357,5.303304908059076,-0.8079169988019053
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22896990664991784,-0.292690587709301,0.03234231729856389,-0.8145650930125853,0,0,-0.7939674376352235,-0.8162987277502921,1.6434879306676604,4.897839799950911,0.04114856764084229
